data_id,keep,target,context,notes
8261552,1,pepper,scuffle and tear gas and spray was utilized Buffalo Police,"On 19 December 2020, people including members of New York Watchmen, Proud Boys and New York III% Security Force gathered in Niagara Square in Buffalo (New York) to demonstrate against mask mandates, coronavirus restrictions, and in support of Donald Trump. A counterdemonstration, including members of Antifa, was present and called attention to the current tally of coronavirus deaths. A video emerged showing Erie County Comptroller Stefan Mychajliw getting out of his car to join the anti-restriction group, with counterdemonstrators swearing at him and demanding he join their protest instead. As the counterdemonstrators were accosting the comptroller, the two groups of demonstrators engaged in physical scuffle. Several people were thrown to the ground in the scuffle and tear gas and pepper spray was utilized. Buffalo Police stated that they did not use any chemical irritants. There were no arrests. One person was injured in the incident. [size=no report] [counter-demonstration]"
7717034,1,pepper,sprayed about 10 people with spray outside the courthouse in,"On 14 December 2020, police sprayed about 10 people with pepper spray outside the courthouse in Washington DC (District of Columbia) while local activists were waiting to support colleagues who were being released from police custody. Police officers also sprayed journalists who were present. The police reported that some of the supporters became hostile and threw projectiles at the police. One person was arrested for reportedly splashing a liquid mixture of urine and chemical irritants at the police, although other demonstrators dispute this and claim it was water. [size=no report]"
8478649,1,pepper,security guard tased and used spray on a suspect at,"Other: On 13 December 2020, an armed security guard tased and used pepper spray on a suspect at a store in Jurupa Valley (California) who was allegedly under the influence of drugs. Video shows that the suspect engaged in a physical altercation with the security guard and sheriff's deputies. The suspect, Ernie Teddy Serrano, allegedly attempted to take the security guard's handgun. Officers pinned Serrano to a checkout counter for about seven minutes, after which Serrano died of 'acute methamphetamine intoxication with fatal arrhythmia.' Demonstrations have occurred in response to the death."
8261666,0,pepper,near the Capitol and used and bear spray on each,"On 12 December 2020, an unreported number of people with Antifa staged a ''Defend Sacramento'' rally in Sacramento (California) against racism and the Proud Boys. Another group that included members of the Proud Boys staged a ''Million MAGA march'' in support of ''Stop the Steal'' and President Trump. The demonstrations turned violent when the two groups confronted each other near the Capitol and used pepper and bear spray on each other. Demonstrators from both groups were clad in body armor, gas masks, and helmets and carried mace, batons, and metal rods. At least one person was carrying a sword. Two major skirmishes between Antifa and Proud Boys occurred, with each group instigating violence in one of the clashes. Vehicles were also vandalized. Over 160 officers responded to the confrontation and demonstrators allegedly threw objects at officers. Police allegedly fired projectiles at demonstrators at least once. At least six people, several of whom were with the Antifa group, were arrested for charges including ''felony assault on a police officer and weapons possession charges.'' At least five officers were injured. [size=no report] [counter-demonstration] [stop the steal]"
8261671,1,pepper,Officers used smoke grenades and spray on demonstrators Nine demonstrators,"On 12 December 2020, around 150 people, some affiliated with Abolish ICE, demonstrated at Bergen County Jail in Hackensack (New Jersey) against Immigration and Customs Enforcement (ICE). Demonstrators allegedly breached barricades, spit at officers, threw bricks, used pepper spray, and bit officers. Bystanders say no bricks were thrown. Officers used smoke grenades and pepper spray on demonstrators. Nine demonstrators were arrested. [size=around 150]"
8478020,1,pepper,water bottles at them Police sprayed demonstrators to disperse them,"On 12 December 2020, following a 'Million MAGA March' rally earlier in the day in support of President Trump and his allegations of voter fraud during the presidential election, members of the Proud Boys clashed with counter demonstrators supporting BLM, including members of Antifa, in Washington DC-Northwest (District of Columbia). Fights broke out between the two groups in several areas of the city. Pro-Trump demonstrators removed a BLM flag from outside the Asbury United Methodist Church and burned the flag. Police reported that three other churches were vandalized by the pro-Trump supporters. The vandalism incidents are being treated as hate crimes. People with BLM shot fireworks at the Trump demonstrators. Demonstrators also clashed with the police and hurled smoke bombs and water bottles at them. Police pepper sprayed demonstrators to disperse them. During an incident outside a bar dozens of pro-Trump supporters including members of Proud Boys punched and kicked a Black man in dark clothes. During the assault, the man reportedly produced a knife and stabbed the assailants, leaving four people with non life-threatening injuries. He was initially charged for the stabbings, but the police ultimately dropped the charges. A total of 33 people were arrested. A total of 8 police officers were also injured during the demonstrations. [size=hundreds] [stop the steal] [counter-demonstration]"
7614521,1,pepper,December 2020 a corrections officer sprayed an inmate three times,"On 10 December 2020, a corrections officer pepper sprayed an inmate three times in solitary confinement at the Indian River County Jail in Vero Beach (Florida) after engaging in a verbal altercation. The officer was arrested and charged with battery."
8479199,1,pepper,intervened with less lethal munitions ball guns and tear gas,"On 6 December 2020, about 20-25 protesters gathered at a detention facility in Portland-South (Oregon) to show support for abolishing U.S. Immigration and Customs Enforcement (ICE). Federal agents intervened with less-lethal munitions, pepper ball guns and tear gas. Federal agents also made at least 7 arrests. [size=about 20-25]"
7814174,1,pepper,police threatened Nazario at gunpoint sprayed him and struck him,"On 5 December 2020, 2 Virginia Police Officers assaulted a Black and Latino Army service member, Caron Nazario, at a gas station in Windsor (Virginia) after pulling him over for a traffic stop. According to bodycam footage, police threatened Nazario at gunpoint, pepper-sprayed him, and struck him in the knees after asking him to exit the vehicle to knock him to the ground. A lawsuit has been filed against the responsible officers."
8261816,1,pepper,Police reported that they used ball irritants during the demonstration,"On 5 December 2020, more than 100 Antifa activists marched from Freemont Park towards the Capitol in Sacramento (California), demonstrating against the Proud Boys and law enforcement. An unreported number of President Trump supporters including the Proud Boys gathered outside the California State Capitol in support of President Trump and his unfounded allegations of voter fraud. Approximately 150 police officers stood between the two groups. Some Antifa demonstrators attempted to remove a barrier, which allegedly led to police firing ''projectile weapons at them at point-blank range.'' Demonstrators with both groups allegedly threw fireworks, glass bottles, and liquids at each other. Some Antifa demonstrators reportedly vandalized cars in the area. A group of Antifa demonstrators followed several pro-Trump demonstrators into Capitol Park where Antifa demonstrators allegedly instigated a physical confrontation using batons and bottles against a man and woman. Both the man and woman were pro-Trump demonstrators and allegedly sprayed mace in response. Other Antifa demonstrators attempted to pull the initial perpetrators away from the altercation. Police reported that they used pepper ball irritants during the demonstration and that no arrests were made. [size=more than 100] [counter-demonstration] [stop the steal]"
8261825,0,pepper,Floyd who died after being sprayed in his cell by,"On 4 December 2020, dozens of people protested outside Metropolitan Detention Center in Sunset Park New York - Brooklyn (New York) demanding justice for Jamel Floyd who died after being pepper sprayed in his cell by guards in June and against the conditions of the prison including a spike in coronavirus cases, and sporadic heat and hot water outages over the last week. [size=dozens]"
7612450,1,pepper,remove homeless people Police fired balls to disperse the protesters,"On 30 November 2020, several dozen activists stood outside an encampment for homeless people in Denver (Colorado) to protest a police ''sweep'' to remove homeless people. Police fired pepper balls to disperse the protesters and made four arrests for failing to obey a lawful order. [size=several dozen]"
8261874,0,pepper,week before Both groups fired spray at one another size,"On 28 November 2020, armed pro-Trump members of the Proud Boys gathered outside the Governor's residence in Saint Paul (Minnesota) to protest the election results. Around 100 anti-fascists from various coalitions rallied to oppose the gathering after reports of a counter-protester being assaulted the week before. Both groups fired pepper spray at one another. [size=no report] [counter-demonstration] [stop the steal]"
7923896,1,pepper,two police supporters Police deployed balls and pepper spray to,"On 21 November 2020, for the second night in a row, demonstrators, organized by ProBLAC gathered at the Omaha police headquarters in Omaha (Nebraska) in support of Black Lives Matter movement and to condemn the 19 November shooting of Kenneth Jones by police and to call for transparency in the subsequent investigation. The demonstration was declared unlawful after the demonstrators allegedly assaulted two lone pro-police supporters outside the police headquarters and someone from the crowd threw a full cup of hot coffee at officers. Two demonstrators were arrested for assaulting the two police supporters. Police deployed pepper balls and pepper spray to control the crowd, arresting several. [size=no report]"
8477963,0,pepper,inmate who died by being sprayed in his cell size,"On 20 November 2020, at least 60 people protested outside the Metropolitan Detention Center in New York - Brooklyn (New York) demanding the Center turn on heat and hot water for all cells and calling for justice to an inmate who died by being pepper sprayed in his cell. [size=at least 60]"
8262031,0,pepper,shoved a BLM demonstrator and spray was deployed by members,"On 19 November 2020, about 24-30 armed demonstrators gathered for a 'Back the Blue' demonstration in Portland (Oregon) in support of police. They also carried pro-Trump flags. Two dozen Black Lives Matter counter-demonstrators were present. A Back the Blue demonstrator shoved a BLM demonstrator and pepper spray was deployed by members of both groups. At least one Back the Blue demonstrator was briefly detained by police. DHS officers were also present. There was one arrest. A pro-police demonstrator bear-maced a counter demonstrator from his car when leaving the event and was subsequently pulled over and cited by police. A journalist reported being shoved multiple times by different pro-police demonstrators. [size=about 24-30] [counter-demonstration]"
8262134,1,pepper,attempted to disperse demonstrators with spray and arrested at least,"On 14 November 2020, thousands of people held a 'Million MAGA March' and 'Stop the Steal' rally in Washington DC (District of Columbia) in support of President Trump and his allegations of voter fraud in the presidential election. The Proud Boys, Oath Keepers, Boogaloo Boys, Three Percenters (III%), American Guard and QAnon were also part of the march. 300 or so counter-demonstrators including people with Refuse Fascism and Antifa gathered to rally against President Trump and to show support for President-Elect Biden and the Black Lives Matter movement. Following an initially peaceful 'Stop the Steal' march, people including Proud Boys, Oath Keepers, and Three Percenters (III%) began rioting and fighting with other demonstrators. The two opposing groups engaged in fist fights and some people set off fireworks and sprayed irritants. Others used clubs and launched projectiles. A Trump supporter drove through the crowd with his car, but no one was injured. Multiple people were stabbed, including one reporter. One person was stabbed and taken to the hospital with serious injuries, but no information is available about the victim or the perpetrator. Four officers were also injured. Police attempted to disperse demonstrators with pepper spray and arrested at least 21 people. [size=thousands] [counter-demonstration] [stop the steal] [car ramming]"
7610826,1,pepper,for Daniel Prude Police fired balls and one protester was,"On 10 November 2020, about 15 to 20 people protested outside of the Public Safety Building in Rochester (New York) calling for justice for Daniel Prude. Police fired pepper balls and one protester was arrested for interfering with a police barricade. [size=about 15 to 20]"
7610715,0,pepper,police on July 30th using bullets size hundreds,"On 7 November 2020, hundreds gathered at Congress Park in Saratoga Springs (New York) in support of Black Lives Matter movement and to demand accountability for the violence against BLM protesters by the police on July 30th using pepper bullets. [size=hundreds]"
8262360,0,pepper,a vehicle drove by and sprayed demonstrators from both the,"On 7 November 2020, people held a rally in Coventry (Connecticut) in support of Black Lives Matter movement and in support of Biden following projections that he won the elections. A group of Pro-Trump supporters counter-demonstrated and participated in a Blue Lives Matter rally. While an argument between the groups ensued a vehicle drove by and pepper sprayed demonstrators from both the groups. No arrests have been made. [size=no report] [counter-demonstration]"
7716983,1,pepper,journalists were affected by the spray and one was arrested,"On 31 October 2020, between 200 and 400 people led by a Reverend with the Justice 4 the Next Generation coalition marched and held a rally in front of the Alamance County's courthouse in Graham (North Carolina) to encourage people to vote and to support the Black Lives Matter movement. After having issued several warnings, police sprayed demonstrators with pepper spray to disperse the demonstrators, claiming the rally was impending traffic. Police arrested at least 23 people including two students for failure to disperse. The Reverend who led the protest was later charged with assault on an officer. The police did not provide a reason why he was being charged with assault but only stated that a video showed the Reverend involved in an ''altercation'' that left a deputy injured. Police grabbed the camera of a journalist and pushed her while she filmed the march. At least nine journalists were affected by the pepper spray and one was arrested. The organizer claimed that the group was permitted to stand in the courthouse square and was even escorted through the streets by the police. However, police argued that the organizer did not communicate with police about the rally. After the arrests, people protested outside the detention center to support the detainees. [size=between 200 and 400]"
7609994,1,pepper,at officers Police intervened used spray and a round of,"On 31 October 2020, 150 students, graduate workers, teachers and organizers from the Northwestern Community Not Cops movement marched in Evanston (Illinois) demanding that the school cut ties with the campus police department. The demonstration turned violent when they broke windows, spray-painted graffiti, and threw rocks and bricks at officers. Police intervened, used pepper spray and a round of pepper balls on rioters. One student was arrested. [size=150]"
8262646,1,pepper,prompting police to deploy additional spray to disperse the crowd,"On 29 October 2020, people held a 'Trump/Back the Blue' rally in Northampton (Massachusetts) while others held a demonstration 'Against Fascism and Police Brutality.' The demonstrations later turned violent when a fight broke out between multiple demonstrators. Police intervened and were attacked by unidentified demonstrators, prompting police to deploy additional pepper spray to disperse the crowd. No arrests were made during the incident. [size=50 to 75] [counter-demonstration]"
7717349,1,pepper,objects at police Police used spray and flash bangs in,"On 28 October 2020, about 125 people held a vigil and marched in Washington DC (District of Columbia) to demand justice for Karon Hylton, a Black man who died after his moped crashed while being pulled over by police. Some people attacked police vehicles and smashed the front door of a police station, as well as shot off fireworks and threw objects at police. Police used pepper spray and flash bangs in an attempt to disperse demonstrators. Several officers were injured and some demonstrators were arrested. [size=about 125]"
7716981,1,irritant,the officers Police sprayed an at demonstrators in an attempt,"On 27 October 2020, dozens of people, including supporters of the Black Lives Matter movement, demonstrated in Washington DC (District of Columbia) to demand police accountability for the death of Karon Hylton, a Black man who died after crashing into a car while driving a moped when police tried to pull him over. People threw a trash can through the police station window, set off fireworks, smashed car windows, and threw glass bottles and rocks at the officers. Police sprayed an irritant at demonstrators in an attempt to disperse them and fired flash bangs at point-blank range. Four officers were injured and one person was arrested. [size=dozens]"
8373995,0,pepper,paint on cars and sprayed spray size no report counter,"On 25 October 2020, pro-Trump demonstrators gathered in Times Square New York - Manhattan (New York) and clashed with counter-demonstrators resulting in 9 arrests and one person taken to the hospital. Demonstrators punched each other, threw paint on cars, and sprayed pepper spray. [size=no report] [counter-demonstration]"
7609159,1,pepper,a police vehicle Police used spray to disperse the crowd,"On 22 October 2020, about 40 people gathered outside the Ithaca Police Department in Ithaca (New York) after a fellow protester was arrested following a press conference - they were accused of blocking a police vehicle. Police used pepper spray to disperse the crowd and arrested 6 people. [size=about 40]"
8262895,0,pepper,when they were assaulted with spray and caustic chemicals by,"On 17 October 2020, a dozen demonstrators, organized by a self-identified member of Proud Boys held a demonstration in San Francisco (California) in support of President Trump and law enforcement. More than 100 Black Lives Matter counter demonstrators arrived at the venue and demonstrated against fascism and police violence. After several verbal confrontations, the counter-demonstrators allegedly punched some of the pro-Trump protesters including the organizer of the event. The counter-demonstrators also hurled plastic water bottles filled with unknown liquid and glass bottles over the barricade at the pro-Trump supporters. At least one pro-Trump protester was taken to a hospital and police said in a statement that 'several rally participants sustained non life-threatening-injuries' and three officers had non-life-threatening injuries 'when they were assaulted with pepper spray and caustic chemicals' by the counter demonstrators. No arrests were made. [size=more than 100] [counter-demonstration]"
8263015,0,Pepper,about 11 people gathered in Pike Ohio to protest the,"On 16 October 2020, about 11 people gathered in Pepper Pike (Ohio) to protest the decision to postpone in-person learning during the ongoing coronavirus pandemic. [size=about 11]"
7608618,1,pepper,Cole Police fired smoke and spray into the crowd to,"On 13 October 2020, 30-40 protesters marched in Wauwatosa (Wisconsin) in support of the Black Lives Matter movement and against police brutality and the county district attorney's decision to clear police officer Joseph Mensah in the shooting death of Alvin Cole. Police fired smoke and pepper spray into the crowd to disperse. One protester was arrested. [size=30-40]"
7753205,0,pepper,protecting the pro life protesters sprayed multiple counter protesters size,"On 13 October 2020, a group of protesters demonstrated outside a Planned Parenthood clinic in Walnut Creek (California) against abortion. A group of pro-choice counter-protesters demonstrated at the same venue. After a verbal altercation about blocking a sidewalk, a private security guard protecting the pro-life protesters pepper sprayed multiple counter-protesters. [size=no report] [counter-demonstration]"
8200309,1,pepper,6 p m Police allegedly sprayed the demonstrators as a,"On 11 October 2020, about 30-40 demonstrators staged a demonstration in Rochester (New York) in support of the Black Lives Matter movement, calling for justice for the death of Daniel Prude, a Black man killed by police. They marched from the Liberty Pole to the Rochester Police Department East Section Office. Reportedly, there was a physical clash between the demonstrators and police around 6 p.m. Police allegedly pepper-sprayed the demonstrators as a reporter on-scene smelled pepper-spray and saw water being poured over a person's eyes. No arrests or injuries were reported. [size=about 30-40]"
8477890,0,pepper,firearms paintball air guns and spray canisters Trump supporters later,"On 11 October 2020, about 60 people gathered for a demonstration in Portland-Downtown (Oregon) in support of President Trump and the police. Counter demonstrators also showed up and confronted the group. Each side threw objects, while the Trump supporters were armed with firearms, paintball air guns, and pepper spray canisters. Trump supporters later fired paintballs at counter-demonstrators. [size=about 60] [counter-demonstration]"
8477883,1,pepper,An hour in police fired balls at the BLM supporters,"On 10 October 2020, hundreds of people gathered in Denver (Colorado) to take part in 'Patriot Rally' led by right wing group. There was a counter-protest in support of the Anti-fascist and Black Lives Matter movements called 'BLM-Antifa Soup Drive'. The protesters mostly chanted and yelled at one another from across an amphitheater, which separated the two groups. An hour in, police fired pepper balls at the BLM supporters after they started rattling a barrier headed into the amphitheater. One of the protester burned a thin-blue-line flag in front of the officers. [size=hundreds] [counter-demonstration]"
8477885,1,pepper,Floyd Police intervened and used spray and arrested 26 protesters,"On 10 October 2020, about 50 people gathered in protest at the North Precinct of police bureau in Portland-Northeast (Oregon) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Police intervened and used pepper spray and arrested 26 protesters within fifteen minutes without declaring an unlawful assembly. [size=about 50]"
8424924,0,pepper,punches while the use of spray and a taser was,"On 3 October 2020, people gathered in Pilot Butte Park in Bend (Oregon) to take part in a convoy-style rally in support of the President Donald Trump and his re-election campaign. Black Lives Matters supporters were present as part of a counter-demonstration. Violence broke out between the two groups when a counter-demonstrator appeared to snatch a pro-Trump flag from a truck that was part of the pro-Trump convoy. Whilst attempting to retrieve the flag the two groups clashed, reportedly trading punches, while the use of pepper spray and a taser was also reported. The person suspected of taking the flag was arrested by local police officers. Police also confiscated two handguns from a Trump supporter. [size=no report] [counter-demonstration] [armed]"
8477865,1,pepper,towards them Police also used spray and 24 demonstrators were,"On 28 September 2020, 50 - 75 people gathered in Kenton Park in Portland-North (Oregon) to demonstrate in support of the Black Lives Matter movement and against police brutality. Demonstrators marched to police union headquarters when the gathering was declared unlawful by police. Altercation broke out between demonstrators and police with demonstrators throwing bottles and rocks at police. Demonstrators also allegedly punched a police officers and sprayed an unknown chemical towards them. Police also used pepper spray and 24 demonstrators were arrested over the night. [size=50 to 75]"
8364757,1,pepper,Taylor Police intervened by using spray on the protesters and,"On 28 September 2020, 20-30 people marched in a protest in Providence (Rhode Island) in support of the Black Lives Matter movement and against the grand jury indictment in the death of Breonna Taylor. Police intervened by using pepper spray on the protesters and arrested two protesters. [size=20-30 protesters]"
8263304,0,pepper,informed that a person was sprayed after a clash broke,"On 26 September 2020, a pro-Trump rally was held from Framingham to the Natick Town Common in Natick (Massachusetts). Counter-demonstrators in support of Black Lives Matter stood at a church across the street. Both sides shouted at one another, holding pro-Trump or Black Lives Matters signs, with the occasional demonstrator crossing the street to engage with the other side. Police informed that a person was pepper-sprayed after a clash broke out between the two groups. The clash broke out after a counter-demonstrator threw a Trump supporter's phone. Police intervened and arrested one person. [size=no report] [counter-demonstration]"
8417964,0,pepper,altercation and multiple people were sprayed by an alleged member,"On 26 September 2020, around 250 people rallied in Yorba Linda (California). An unreported number of demonstrators staged a 'March 4 Equality' rally along Imperial Highway in support of the Black Lives Matter movement and against police brutality. The groups Urban Organizers Coalition and Caravan 4 Justice organized the event. Counter demonstrators were also present including an unreported number of Trump supporters, one of whom crossed the Imperial Highway to verbally confront BLM demonstrators. A woman allegedly with the Urban Organizers Coalition drove a white sedan through a crowd of Trump supporters, leaving at least two Trump supporters seriously injured and hospitalized: one man with two broken legs and a woman with 'major injuries.' Demonstrators chased the car. Sheriff's deputies arrested the woman for attempted murder and assault with a deadly weapon. The two groups engaged in a physical altercation and multiple people were pepper sprayed by an alleged member of the American Guard. Deputies then declared the assembly unlawful. At least one person was arrested for failure to disperse. [size=around 250] [car ramming] [counter-demonstration]"
7607036,1,pepper,a result of officers firing ball rounds A deputy struck,"On 25 September 2020, about 50 demonstrators marched on Sunset Boulevard in West Hollywood (California) in support of the Black Lives Matter movement and against police brutality and the death of Breonna Taylor. Sheriff's deputies declared an unlawful assembly and ordered demonstrators to disperse. Officers fired rubber bullets at demonstrators. At least one demonstrator suffered multiple injuries to the chest, neck, and face, allegedly as a result of officers firing pepper ball rounds. A deputy struck a demonstrator multiple times in the ankles with a riot shield while the demonstrator was prone and not resisting arrest. 10 people were detained, six of whom were arrested including the demonstrator struck with the riot shield. One demonstrator claims she was held without medical attention for over an hour after informing police she had pre-existing conditions. Two other arrested demonstrators claim they were not provided with a phone call, masks, or sanitized cells. [size=about 50]"
7606803,0,pepper,a protester The protester used spray on the man in,"On 23 September 2020, around 20 people gathered in Bend (Oregon) to protest in support of the Black Lives Matter movement and against a court's decision not to indict any officers involved over the killing of Breonna Taylor. During the protest a man approached the crowd and assaulted a protester. The protester used pepper spray on the man in response. This led to a minor injury to both. [size=around 20]"
7753563,0,pepper,BLM movement She was later sprayed by a BLM supporter,"On 19 September 2020, a group of demonstrators rallied in Sierra Vista (Arizona) in support of the Black Lives Matter movement. A counter demonstration was held across the street by Concerned Citizens of Cochise County. A woman seen with the Concerned Citizens of Cochise County group crossed the street and verbally confronted the demonstrators supporting the BLM movement. She was later pepper sprayed by a BLM supporter. Both were later charged for 'obstructing a public thoroughfare' and two counts of assault, respectively. [size=no report] [counter-demonstration]"
8425400,1,pepper,Police used tear gas and spray to disperse the demonstrators,"On 13 September 2020, following an earlier peaceful demonstration, more than 100 people demonstrated and linked arms on an access ramp in Lancaster (Pennsylvania) against the killing of Ricardo Munoz. The demonstration turned violent when eight people, allegedly 'outside agitators,' threw bottles, bricks, gallon jugs of liquids, and plastic road barricades at police officers. Demonstrators also smashed windows of the police station and damaged a county vehicle. Police used tear gas and pepper spray to disperse the demonstrators. 13 people were arrested, four of whom were from outside Lancaster County and two of whom were armed with handguns. [size=more than 100] [suggested agents provocateurs] [armed]"
7606203,1,pepper,police Police fired back with balls and used pepper spray,"On 12 September 2020, hundreds of people gathered in Rochester (New York) in support of the Black Lives Matter movement. The demonstration turn violent at night as they began throwing bottles, eggs, and rocks at police. Police fired back with pepper balls and used pepper-spray and sound cannon. Police claimed that there were agitators wearing helmets, makeshift armor and carrying shields who attempted to infiltrate the demonstration. At least one officer was injured, and several demonstrators were arrested. [size=hundreds] [suggested agents provocateurs]"
8263648,0,pepper,fighting including the use of spray size about four dozen,"On 12 September 2020, about two dozen pro-Trump supporters gathered in Boise (Idaho) to oppose the new measures being introduced by government to reduce the spread of coronavirus including mandated use of face-coverings. A further two dozen counter-demonstrators in support of the measures and the Black Lives Matter movement were present. Authorities reported that the two groups engaged in fighting including the use of pepper spray. [size=about four dozen] [counter-demonstration]"
8477842,1,pepper,Kizzee Officers intervened and deployed balls and flash bangs Two,"On 8 September 2020, an unreported number of demonstrators rallied outside the South LA Sheriff's Station in West Athens (California) in support of the Black Lives Matter movement and against police brutality and the death of Dijon Kizzee. Officers intervened and deployed pepper balls and flash bangs. Two demonstrators were hospitalized. A journalist livestreaming the demonstration was tackled off of his bicycle by deputies. 18 people were arrested on charges related to failure to disperse. A freelance photojournalist was arrested and charged with unlawful assembly. Allegedly, officers tightened the cuffs on the photojournalist so tight that he could not feel his hands, pushed him into a department van that caused the rupture of pepper balls, and left the photojournalist in the van without clearing smoke from the air. He was kept in custody for 10-11 hours, his equipment was not returned for two months, and the camera memory card was never recovered. Deputies claim that knives, poles, and fireworks were recovered from demonstrators but there were no reports of demonstrators engaging in violent behavior. [size=no report]"
8477841,1,pepper,the assembly unlawful before firing balls and flash bangs at,"On 7 September 2020, about 175 people rallied outside the sheriff's station in West Athens (California) in support of the Black Lives Matter movement and against police brutality and the death of Dijon Kizzee. The demonstration turned violent when demonstrators began throwing rocks and bottles at officers. Officers intervened and declared the assembly unlawful before firing pepper balls and flash bangs at demonstrators. One member of the press was hit above the right eye with a foam or rubber bullet. At least 12 people were arrested, two of whom were juveniles. [size=about 175]"
8200058,1,pepper,at police while police fired balls and tear gas at,"On 5 September 2020, approximately 1000 people gathered for a Black Lives Matter rally at the corner of Jefferson Avenue and Dr. Samuel McCree Way in Rochester (New York) demanding justice for Daniel Prude, a Black man killed by police. Demonstrators threw plastic bottles and a sparkler at police while police fired pepper balls and tear gas at the crowd. During the confrontation, some members of the RPD were injured and windows at City Hall were damaged. Nine demonstrators were arrested. Monroe County Legislator Rachel Barnhart (D) was present and was reportedly struck by a police projectile. [size=approximately 1000]"
8477837,1,pepper,then used tear gas and balls to disperse the crowd,"On 5 September 2020, people gathered in Ventura Park in Portland-Southeast (Oregon) and began to march to the Portland PD's East Precinct in support of the Black Lives Matter movement and against police brutality. Police intervened, informing the marchers that no such event was permitted. The demonstration turned violent after a Molotov cocktail was thrown by one of the demonstrators, injuring one person. Police then used tear gas and pepper balls to disperse the crowd. Police also made 59 arrests and declared a riot. One journalist reported being hit with shrapnel by police officers, while another journalist was shoved. [size=no report]"
7717360,1,pepper,police officers Police also fired balls and tear gas A,"On 4 September 2020, about 2000 people gathered in Rochester (New York) in support of the Black Lives Matter movement and against police brutality and the March 2020 death of a Rochester local, Daniel Prude. During the demonstration a driver sprayed yellow substance at demonstrators and intentionally drove into a protester, injuring the protester. Demonstration turned violent later and authorities claimed they were hit with projectiles and incendiary devices, leading to cuts, bruises, and burns among several police officers. Police also fired pepper balls and tear gas. A bus stop was also lit on fire. [size=about 2000] [car ramming]"
8200059,1,pepper,local Daniel Prude Police deployed spray and pepper balls at,"On 3 September 2020, few hundred people gathered near the Public Safety Building in Rochester (New York) in support of the Black Lives Matter movement and against police brutality and the March 2020 death of a Rochester local, Daniel Prude. Police deployed pepper spray and pepper balls at the demonstrators while the demonstrators reportedly deflected them with umbrellas and threw objects including plastic bottles at the police officers. 8 people were arrested. [size=few hundred]"
7739802,1,pepper,In the afternoon police fired spray and tear gas into,"On 2 September 2020, people held a protest at the Monroe County Public Safety Building and other parts of Rochester (New York) in support of the Black Lives Matter movement and against police brutality and the March 2020 death of a Rochester local, Daniel Prude. In the afternoon police fired pepper spray and tear gas into a crowd of protesters outside the police headquarters. 9 people were arrested. [size=no report]"
8263831,1,pepper,out of the area Police sprayed at least one protester,"On 1 September 2020, at least 100 people assembled to protest in support of the Black Lives Matter movement and against police brutality and the shooting of Jacob Blake in Kenosha (Wisconsin). Many protesters were members of Blake's family, and protesters assembled in response to a visit by President Trump to Kenosha. On the same day, counter-protesters including Proud Boys protested in Kenosha (Wisconsin) in support of President Trump and against the Black Lives Matter movement. When two of the Proud Boys were intimidated by the BLM protesters, police put the counter-protesters in a squad car and escorted them out of the area. Police pepper-sprayed at least one protester. [size=at least 100] [counter-demonstration]"
8477831,1,pepper,police officers and shot with balls size an estimated 150,"On 30 August 2020, an estimated 150 people gathered outside the Penumbra Kelly Building in Portland-Southeast (Oregon) in support of the Black Lives Matter movement. Police arrested 29 people as rocks were thrown from the crowd towards police officers and their vehicles. Drivers who were blocking traffic to assist demonstrators were also arrested and their vehicles towed away. Three journalists reported being pushed by police officers and shot with pepper balls. [size=an estimated 150]"
8477827,0,pepper,III and Proud Boys sprayed spray and shot paintball guns,"On 29 August 2020, about 600 cars staged a caravan demonstration in Portland-Downtown (Oregon) in support of President Trump, many of whom waved Trump flags. Some of the demonstrators, including members of Patriot Prayer, Three Percenters (III%), and Proud Boys, sprayed pepper spray and shot paintball guns at counter-demonstrators rallying in support of the BLM movement and against police brutality, as well as at journalists. Videos showed they also intentionally drove their trucks through the crowd of counter-demonstrators who attempted to block the streets. Amidst the clashes, a member of the Patriot Prayer right-wing armed group was shot and killed by an individual associated with Antifa. [size=about 600 cars] [car ramming] [counter-demonstration]"
8263862,1,pepper,were present Police intervened after spray was used against a,"On 29 August 2020, about 150 people staged a 'Freedom Rally' in Beverly Hills (California) in support of President Trump and against coronavirus mask ordinances. A very small group of counter-demonstrators were present. Police intervened after pepper spray was used against a Freedom Rally demonstrator by declaring an unlawful assembly. Earlier at the same event, police blocked off a park after a 'suspicious package' was found. [size=about 150] [counter-demonstration]"
7668242,0,irritant,One person used a chemical spray against a line of,"On 28 August 2020, an unreported number of demonstrators gathered outside the police department in San Diego (California) in support of the Black Lives Matter movement and against police violence and the death of Jacob Blake. The demonstration turned violent when one person battered an officer and resisted arrest 'with violence.' Three others were arrested for resisting and obstructing officers. One person used a 'chemical irritant spray' against a line of officers and two others shined lasers at police officers and a helicopter. Another person tried to punch an officer and during the arrest of the suspect, two other people tried to interfere, resulting in their arrests. At one point during the demonstration, a vehicle following the crowd of marchers was stopped after it ran at least one red light. It is unclear whether or not the driver was related to the demonstration. [size=no report]"
