latitude,longitude,city,state,county,zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
30.628,-96.3344,"College Station",TX,"Brazos County",77840,30.627907,-96.334349,1,rooftop,501,"Texas Ave",,,"College Station",TX,"Brazos County",77840,US,Brazos,2021,48,48041,"College Station",4815976,001303,4013,4,480410013034013,48041001303,"College Station-Bryan, TX",17780,metropolitan,,,,
29.1878,-82.1306,Ocala,FL,"Marion County",34470,29.187862,-82.130719,1,rooftop,113,"NE Sanchez Ave",,,Ocala,FL,"Marion County",34470,US,Marion,2021,12,12083,Ocala,1250750,001900,1086,1,120830019001086,12083001900,"Ocala, FL",36100,metropolitan,,,,
40.2987,-83.068,Delaware,OH,"Delaware County",43015,40.298574,-83.068046,1,rooftop,2,"S Sandusky St",,,Delaware,OH,"Delaware County",43015,US,Delaware,2021,39,39041,Delaware,3921434,010100,2031,2,390410101002031,39041010100,"Columbus, OH",18140,metropolitan,"Columbus-Marion-Zanesville, OH",198,,
41.4489,-82.708,Sandusky,OH,"Erie County",44870,41.448954,-82.708078,1,rooftop,749,"W Park St",,,Sandusky,OH,"Erie County",44870,US,Erie,2021,39,39043,Sandusky,3970380,041100,4003,4,390430411004003,39043041100,"Sandusky, OH",41780,micropolitan,"Cleveland-Akron-Canton, OH",184,,
26.1406,-80.2143,Lauderhill,FL,"Broward County",33313,26.140488,-80.21438,1,rooftop,4831,"NW 12th St",,,Lauderhill,FL,"Broward County",33313,US,Broward,2021,12,12011,Lauderhill,1239550,060401,2012,2,120110604012012,12011060401,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,metropolitan,"Miami-Port St. Lucie-Fort Lauderdale, FL",370,"Fort Lauderdale-Pompano Beach-Sunrise, FL",22744
26.4489,-82.0223,Sanibel,FL,"Lee County",33957,26.448771,-82.022308,1,rooftop,1110,"Buttonwood Ln",,,Sanibel,FL,"Lee County",33957,US,Lee,2021,12,12071,Sanibel,1263700,080202,1000,1,120710802021000,12071080202,"Cape Coral-Fort Myers, FL",15980,metropolitan,"Cape Coral-Fort Myers-Naples, FL",163,,
27.273,-80.3582,"Port Saint Lucie",FL,"St. Lucie County",34984,27.271819,-80.358508,0.98,rooftop,460,"SW Port St Lucie Blvd",,,"Port Saint Lucie",FL,"St. Lucie County",34984,US,"St Lucie",2021,12,12111,"Port St. Lucie",1258715,382115,1017,1,121113821151017,12111382115,"Port St. Lucie, FL",38940,metropolitan,"Miami-Port St. Lucie-Fort Lauderdale, FL",370,,
31.8135,-106.4122,"Fort Bliss",TX,"El Paso County",79916,31.812895,-106.412613,0.99,rooftop,2905,"Cassidy Rd",,,"Fort Bliss",TX,"El Paso County",79916,US,"Statewide TX",2021,48,48141,"Fort Bliss",4826664,010102,2011,2,481410101022011,48141010102,"El Paso, TX",21340,metropolitan,"El Paso-Las Cruces, TX-NM",238,,
33.3062,-111.8412,Chandler,AZ,"Maricopa County",85225,33.306467,-111.841005,0.99,rooftop,209,"N Arizona Ave",,,Chandler,AZ,"Maricopa County",85225,US,Maricopa,2021,04,04013,Chandler,0412000,522903,1021,1,040135229031021,04013522903,"Phoenix-Mesa-Chandler, AZ",38060,metropolitan,"Phoenix-Mesa, AZ",429,,
47.0506,-122.7729,Lacey,WA,"Thurston County",98503,47.050474,-122.772649,1,rooftop,7831,"Samurai Dr SE",,,Lacey,WA,"Thurston County",98503,US,Thurston,2021,53,53067,Tanglewilde,5370280,011500,4011,4,530670115004011,53067011500,"Olympia-Lacey-Tumwater, WA",36500,metropolitan,"Seattle-Tacoma, WA",500,,
35.2829,-120.6595,"San Luis Obispo",CA,"San Luis Obispo County",93401,35.282713,-120.659393,1,rooftop,1101,"Monterey St",,,"San Luis Obispo",CA,"San Luis Obispo County",93401,US,"San Luis Obispo",2021,06,06079,"San Luis Obispo",0668154,011101,1019,1,060790111011019,06079011101,"San Luis Obispo-Paso Robles, CA",42020,metropolitan,,,,
34.1477,-119.1951,"Port Hueneme",CA,"Ventura County",93041,34.14818,-119.195081,0.99,rooftop,401,"E Hueneme Rd",,,"Port Hueneme",CA,"Ventura County",93041,US,Ventura,2021,06,06111,"Port Hueneme",0658296,004400,2007,2,061110044002007,06111004400,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348,,
45.1,-87.6307,Marinette,WI,"Marinette County",54143,45.100414,-87.630793,0.99,rooftop,1700,"Hall Ave",,,Marinette,WI,"Marinette County",54143,US,"Statewide WI",2021,55,55075,Marinette,5549300,961300,3002,3,550759613003002,55075961300,"Marinette, WI-MI",31940,micropolitan,"Marinette-Iron Mountain, WI-MI",361,,
41.6662,-81.3396,Mentor,OH,"Lake County",44060,41.666401,-81.339631,1,rooftop,8400,"Mentor Ave",,,Mentor,OH,"Lake County",44060,US,Lake,2021,39,39085,Mentor,3949056,203400,3016,3,390852034003016,39085203400,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,
33.5539,-117.2139,Murrieta,CA,"Riverside County",92562,33.553766,-117.213799,1,rooftop,24810,"Washington Ave",,,Murrieta,CA,"Riverside County",92562,US,Riverside,2021,06,06065,Murrieta,0650076,049800,1029,1,060650498001029,06065049800,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
42.1945,-122.7094,Ashland,OR,"Jackson County",97520,42.194517,-122.708942,0.99,rooftop,485,"E Main St",,,Ashland,OR,"Jackson County",97520,US,Jackson,2021,41,41029,Ashland,4103050,002000,1035,1,410290020001035,41029002000,"Medford, OR",32780,metropolitan,"Medford-Grants Pass, OR",366,,
38.2776,-85.7372,Jeffersonville,IN,"Clark County",47130,38.277433,-85.736957,1,rooftop,501,"Court Ave",,,Jeffersonville,IN,"Clark County",47130,US,"Statewide IN",2021,18,18019,Jeffersonville,1838358,050200,3045,3,180190502003045,18019050200,"Louisville/Jefferson County, KY-IN",31140,metropolitan,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",350,,
38.8719,-77.2298,Fairfax,VA,"Fairfax County",22031,38.871837,-77.229554,1,rooftop,2911,"District Ave",,,Fairfax,VA,"Fairfax County",22031,US,Fairfax,2021,51,51059,Merrifield,5151192,440201,1001,1,510594402011001,51059440201,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47894
33.8316,-118.2817,Carson,CA,"Los Angeles County",90745,33.831816,-118.281854,1,rooftop,301,"W Carson St",,,Carson,CA,"Los Angeles County",90745,US,"Los Angeles",2021,06,06037,Carson,0611530,543501,2005,2,060375435012005,06037543501,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
25.9087,-80.3087,"Miami Lakes",FL,"Miami-Dade County",33014,25.908668,-80.308728,1,rooftop,6735,"Miami Lakes Dr",,,"Miami Lakes",FL,"Miami-Dade County",33014,US,Statewide2,2021,12,12086,"Miami Lakes",1245100,009312,3005,3,120860093123005,12086009312,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,metropolitan,"Miami-Port St. Lucie-Fort Lauderdale, FL",370,"Miami-Miami Beach-Kendall, FL",33124
32.8987,-96.9722,Irving,TX,"Dallas County",75039,32.899193,-96.971449,0.99,rooftop,6560,"Parkridge Blvd",,,Irving,TX,"Dallas County",75039,US,Dallas,2021,48,48113,Irving,4837000,014151,2015,2,481130141512015,48113014151,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
29.5845,-81.2079,"Palm Coast",FL,"Flagler County",32137,29.584672,-81.208187,0.99,rooftop,3,"Central Pl",,,"Palm Coast",FL,"Flagler County",32137,US,"MapWise (and individual Florida counties)",2021,12,12035,"Palm Coast",1254200,060105,2010,2,120350601052010,12035060105,"Deltona-Daytona Beach-Ormond Beach, FL",19660,metropolitan,"Orlando-Lakeland-Deltona, FL",422,,
30.964,-81.7242,Woodbine,GA,"Camden County",31569,30.963948,-81.723988,1,rooftop,104,"E 7th St",,,Woodbine,GA,"Camden County",31569,US,Camden,2021,13,13039,Woodbine,1383868,010201,1034,1,130390102011034,13039010201,"St. Marys, GA",41220,micropolitan,"Jacksonville-St. Marys-Palatka, FL-GA",300,,
35.5085,-78.3395,Smithfield,NC,"Johnston County",27577,35.508199,-78.339503,0.99,rooftop,101,"S Brightleaf Blvd",,,Smithfield,NC,"Johnston County",27577,US,Johnston,2021,37,37101,Smithfield,3762520,040600,2094,2,371010406002094,37101040600,"Raleigh-Cary, NC",39580,metropolitan,"Raleigh-Durham-Cary, NC",450,,
46.7921,-94.9483,Menahga,MN,"Wadena County",56464,46.791732,-94.947127,0.98,rooftop,20218,"Shell City Dr",,,Menahga,MN,"Wadena County",56464,US,Wadena,2021,27,27159,,,480100,1016,1,271594801001016,27159480100,,,,,,,
42.7845,-87.7663,Racine,WI,"Racine County",53402,42.784245,-87.766025,0.99,rooftop,241,"4 Mile Rd E",,,Racine,WI,"Racine County",53402,US,"Statewide WI",2021,55,55101,"Wind Point",5587700,001505,2005,2,551010015052005,55101001505,"Racine, WI",39540,metropolitan,"Milwaukee-Racine-Waukesha, WI",376,,
39.1653,-86.5264,Bloomington,IN,"Monroe County",47405,39.164895,-86.526532,0.99,rooftop,211,"S Indiana Ave",,,Bloomington,IN,"Monroe County",47405,US,"City of Bloomington",2021,18,18105,Bloomington,1805860,000202,2002,2,181050002022002,18105000202,"Bloomington, IN",14020,metropolitan,"Bloomington-Bedford, IN",144,,
36.0165,-114.7388,"Boulder City",NV,"Clark County",89005,36.012793,-114.741654,0.94,nearest_street,,"US 93",,,"Boulder City",NV,"Clark County",89005,US,"TIGER/Line® dataset from the US Census Bureau",2021,32,32003,,,005703,2003,2,320030057032003,32003005703,"Las Vegas-Henderson-Paradise, NV",29820,metropolitan,"Las Vegas-Henderson, NV",332,,
30.2131,-93.2044,"Lake Charles",LA,"Calcasieu Parish",70601,30.213217,-93.204313,0.98,nearest_street,2000,"Enterprise Blvd",,,"Lake Charles",LA,"Calcasieu Parish",70601,US,"TIGER/Line® dataset from the US Census Bureau",2021,22,22019,"Lake Charles",2241155,000500,4015,4,220190005004015,22019000500,"Lake Charles, LA",29340,metropolitan,"Lake Charles-Jennings, LA",324,,
35.7331,-81.3412,Hickory,NC,"Catawba County",28601,35.733057,-81.341109,1,rooftop,241,"1st Ave NW",,,Hickory,NC,"Catawba County",28601,US,Alexander,2021,37,37035,Hickory,3731060,010501,2065,2,370350105012065,37035010501,"Hickory-Lenoir-Morganton, NC",25860,metropolitan,,,,
45.6796,-111.0385,Bozeman,MT,"Gallatin County",59715,45.679588,-111.038587,1,rooftop,43,"W Main St",,,Bozeman,MT,"Gallatin County",59715,US,"Montana State Library",2021,30,30031,Bozeman,3008950,000701,4040,4,300310007014040,30031000701,"Bozeman, MT",14580,micropolitan,,,,
44.2726,-121.1739,Redmond,OR,"Deschutes County",97756,44.272719,-121.173974,1,rooftop,498,"6th St",,,Redmond,OR,"Deschutes County",97756,US,Deschutes,2021,41,41017,Redmond,4161200,000800,3071,3,410170008003071,41017000800,"Bend, OR",13460,metropolitan,"Bend-Prineville, OR",140,,
40.4167,-86.8753,Lafayette,IN,"Tippecanoe County",47904,40.416778,-86.875177,1,rooftop,12,"Grant St",,,Lafayette,IN,"Tippecanoe County",47904,US,"Statewide IN",2021,18,18157,Lafayette,1840788,001200,1026,1,181570012001026,18157001200,"Lafayette-West Lafayette, IN",29200,metropolitan,"Lafayette-West Lafayette-Frankfort, IN",320,,
39.2721,-76.7316,Catonsville,MD,"Baltimore County",21228,39.27216,-76.731658,1,rooftop,702,"Frederick Rd",,,Catonsville,MD,"Baltimore County",21228,US,Baltimore,2021,24,24005,Catonsville,2414125,401000,1014,1,240054010001014,24005401000,"Baltimore-Columbia-Towson, MD",12580,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,
38.1041,-122.2566,Vallejo,CA,"Solano County",94590,38.104274,-122.256316,1,rooftop,900,"Marin St",,,Vallejo,CA,"Solano County",94590,US,Solano,2021,06,06095,Vallejo,0681666,250900,1014,1,060952509001014,06095250900,"Vallejo, CA",46700,metropolitan,"San Jose-San Francisco-Oakland, CA",488,,
37.6941,-122.0863,"Castro Valley",CA,"Alameda County",94546,37.694127,-122.086044,1,rooftop,2723,"Castro Valley Blvd",,,"Castro Valley",CA,"Alameda County",94546,US,Alameda,2021,06,06001,"Castro Valley",0611964,431000,2006,2,060014310002006,06001431000,"San Francisco-Oakland-Berkeley, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"Oakland-Berkeley-Livermore, CA",36084
28.6611,-81.3656,"Altamonte Springs",FL,"Seminole County",32701,28.66101,-81.36578,1,rooftop,201,"Maitland Ave",,,"Altamonte Springs",FL,"Seminole County",32701,US,Statewide2,2021,12,12117,"Altamonte Springs",1200950,021802,1046,1,121170218021046,12117021802,"Orlando-Kissimmee-Sanford, FL",36740,metropolitan,"Orlando-Lakeland-Deltona, FL",422,,
26.1422,-81.7942,Naples,FL,"Collier County",34102,26.14219,-81.794521,1,rooftop,489,"9th St S",,,Naples,FL,"Collier County",34102,US,Statewide2,2021,12,12021,Naples,1247625,000102,2039,2,120210001022039,12021000102,"Naples-Marco Island, FL",34940,metropolitan,"Cape Coral-Fort Myers-Naples, FL",163,,
33.884,-84.5144,Smyrna,GA,"Cobb County",30080,33.883705,-84.514807,0.99,rooftop,2860,"Atlanta Rd",,,Smyrna,GA,"Cobb County",30080,US,"Cobb County",2021,13,13067,Smyrna,1371492,031110,1001,1,130670311101001,13067031110,"Atlanta-Sandy Springs-Alpharetta, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",122,,
44.3731,-71.61,Whitefield,NH,"Coos County",03598,44.373506,-71.609843,0.99,rooftop,15,"Jefferson Rd",,,Whitefield,NH,"Coos County",03598,US,"Statewide NH",2021,33,33007,Whitefield,3384340,951100,2024,2,330079511002024,33007951100,"Berlin, NH",13620,micropolitan,,,,
43.0835,-73.7844,"Saratoga Springs",NY,"Saratoga County",12866,43.083551,-73.784402,1,rooftop,480,Broadway,,,"Saratoga Springs",NY,"Saratoga County",12866,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)",2021,36,36091,"Saratoga Springs",3665255,061001,1007,1,360910610011007,36091061001,"Albany-Schenectady-Troy, NY",10580,metropolitan,"Albany-Schenectady, NY",104,,
34.5326,-83.9849,Dahlonega,GA,"Lumpkin County",30533,34.532631,-83.984903,1,rooftop,1,"Public Sq N",,,Dahlonega,GA,"Lumpkin County",30533,US,"Lumpkin County",2021,13,13187,Dahlonega,1321240,960204,2031,2,131879602042031,13187960204,,,,,,,
46.4478,-120.4204,Wapato,WA,"Yakima County",98951,46.44758,-120.420288,1,rooftop,109,"W 1st St",,,Wapato,WA,"Yakima County",98951,US,Yakima,2021,53,53077,Wapato,5376125,940007,2007,2,530779400072007,53077940007,"Yakima, WA",49420,metropolitan,,,,
29.8851,-93.9423,"Port Arthur",TX,"Jefferson County",77640,29.885336,-93.942543,0.99,rooftop,1120,"17th St",,,"Port Arthur",TX,"Jefferson County",77640,US,"Statewide TX",2021,48,48245,"Port Arthur",4858820,011800,1091,1,482450118001091,48245011800,"Beaumont-Port Arthur, TX",13140,metropolitan,,,,
44.2828,-105.5053,Gillette,WY,"Campbell County",82716,44.282711,-105.505432,1,rooftop,1205,"Turkey Track Ln",,,Gillette,WY,"Campbell County",82716,US,"Statewide WY",2021,56,56005,Gillette,5631855,000400,3020,3,560050004003020,56005000400,"Gillette, WY",23940,micropolitan,,,,
40.8043,-74.0127,"North Bergen",NJ,"Hudson County",07047,40.804364,-74.012622,1,rooftop,1208,"79th St",,,"North Bergen",NJ,"Hudson County",07047,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2021,34,34017,,,014402,1008,1,340170144021008,34017014402,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
40.7545,-86.3567,Logansport,IN,"Cass County",46947,40.754572,-86.356711,1,rooftop,1004,"E Market St",,,Logansport,IN,"Cass County",46947,US,"Statewide IN",2021,18,18017,Logansport,1844658,951500,3002,3,180179515003002,18017951500,"Logansport, IN",30900,micropolitan,,,,
41.4537,-72.8194,Wallingford,CT,"New Haven County",06492,41.453627,-72.819612,1,rooftop,45,"S Main St",,,Wallingford,CT,"New Haven County",06492,US,"Connecticut Geospatial Information Systems Council",2021,09,09009,"Wallingford Center",0978880,175200,1000,1,090091752001000,09009175200,"New Haven-Milford, CT",35300,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,,
31.8457,-102.3676,Odessa,TX,"Ector County",79761,31.845703,-102.367567,1,nearest_street,,"US 385",,,Odessa,TX,"Ector County",79761,US,"TIGER/Line® dataset from the US Census Bureau",2021,48,48135,Odessa,4853388,003100,1071,1,481350031001071,48135003100,"Odessa, TX",36220,metropolitan,"Midland-Odessa, TX",372,,
38.7003,-90.1493,"Granite City",IL,"Madison County",62040,38.701508,-90.152191,0.92,nearest_street,1250,"19th St",,,"Granite City",IL,"Madison County",62040,US,"TIGER/Line® dataset from the US Census Bureau",2021,17,17119,"Granite City",1730926,404000,4007,4,171194040004007,17119404000,"St. Louis, MO-IL",41180,metropolitan,"St. Louis-St. Charles-Farmington, MO-IL",476,,
28.0345,-80.5887,"Palm Bay",FL,"Brevard County",32905,28.034452,-80.588625,1,rooftop,2809,"Palm Bay Rd NE",,,"Palm Bay",FL,"Brevard County",32905,US,Statewide2,2021,12,12009,"Palm Bay",1254000,065123,3016,3,120090651233016,12009065123,"Palm Bay-Melbourne-Titusville, FL",37340,metropolitan,,,,
26.7542,-80.9337,Clewiston,FL,"Hendry County",33440,26.754224,-80.933705,1,nearest_street,,"US 27",,,Clewiston,FL,"Hendry County",33440,US,"TIGER/Line® dataset from the US Census Bureau",2021,12,12051,Clewiston,1213000,000102,2069,2,120510001022069,12051000102,"Clewiston, FL",17500,micropolitan,"Cape Coral-Fort Myers-Naples, FL",163,,
29.6478,-81.6514,Palatka,FL,"Putnam County",32177,29.647871,-81.651418,1,rooftop,2117,"Oak St",,,Palatka,FL,"Putnam County",32177,US,"MapWise (and individual Florida counties)",2021,12,12107,Palatka,1253875,950700,3008,3,121079507003008,12107950700,"Palatka, FL",37260,micropolitan,"Jacksonville-St. Marys-Palatka, FL-GA",300,,
26.9762,-82.0906,"Port Charlotte",FL,"Charlotte County",33952,26.976015,-82.090782,1,rooftop,3669,"Tamiami Trl",,,"Port Charlotte",FL,"Charlotte County",33952,US,Charlotte,2021,12,12015,"Port Charlotte",1258350,020602,2000,2,120150206022000,12015020602,"Punta Gorda, FL",39460,metropolitan,"North Port-Sarasota, FL",412,,
25.7548,-80.3272,Miami,FL,"Miami-Dade County",33155,25.754936,-80.327105,1,rooftop,8110,"SW 16th St",,,Miami,FL,"Miami-Dade County",33155,US,Miami,2021,12,12086,Westchester,1276075,008911,2009,2,120860089112009,12086008911,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,metropolitan,"Miami-Port St. Lucie-Fort Lauderdale, FL",370,"Miami-Miami Beach-Kendall, FL",33124
29.7057,-95.4588,Bellaire,TX,"Harris County",77401,29.705976,-95.458764,1,rooftop,4642,"Bellaire Blvd",,,Bellaire,TX,"Harris County",77401,US,"City of Houston",2021,48,48201,Bellaire,4807300,412700,2027,2,482014127002027,48201412700,"Houston-The Woodlands-Sugar Land, TX",26420,metropolitan,"Houston-The Woodlands, TX",288,,
42.9135,-85.7053,Wyoming,MI,"Kent County",49509,42.913188,-85.705177,0.99,rooftop,1558,"28th St SW",,,Wyoming,MI,"Kent County",49509,US,Kent,2021,26,26081,Wyoming,2688940,013700,3001,3,260810137003001,26081013700,"Grand Rapids-Kentwood, MI",24340,metropolitan,"Grand Rapids-Kentwood-Muskegon, MI",266,,
36.5298,-87.3595,Clarksville,TN,"Montgomery County",37040,36.529637,-87.359929,0.99,rooftop,220,"N 2nd St",,,Clarksville,TN,"Montgomery County",37040,US,Montgomery,2021,47,47125,Clarksville,4715160,100100,1015,1,471251001001015,47125100100,"Clarksville, TN-KY",17300,metropolitan,,,,
28.0408,-81.9477,Lakeland,FL,"Polk County",33801,28.040851,-81.947634,1,rooftop,834,"E Lime St",,,Lakeland,FL,"Polk County",33801,US,"MapWise (and individual Florida counties)",2021,12,12105,Lakeland,1238250,010402,3015,3,121050104023015,12105010402,"Lakeland-Winter Haven, FL",29460,metropolitan,"Orlando-Lakeland-Deltona, FL",422,,
39.3635,-123.8158,Caspar,CA,"Mendocino County",95420,39.363396,-123.814627,0.98,rooftop,14880,"Caspar Rd",,,Caspar,CA,"Mendocino County",95420,US,Mendocino,2021,06,06045,Caspar,0611768,011003,2017,2,060450110032017,06045011003,"Ukiah, CA",46380,micropolitan,,,,
31.1799,-83.7891,Moultrie,GA,"Colquitt County",31768,31.179728,-83.789157,1,rooftop,6,"S Main St",,,Moultrie,GA,"Colquitt County",31768,US,Colquitt,2021,13,13071,Moultrie,1353060,970800,3000,3,130719708003000,13071970800,"Moultrie, GA",34220,micropolitan,,,,
38.4496,-78.8689,Harrisonburg,VA,"Harrisonburg City",22802,38.449472,-78.868942,1,rooftop,80,"Court Sq",,,Harrisonburg,VA,"Harrisonburg City",22802,US,"Virginia Geographic Information Network (VGIN)",2021,51,51660,Harrisonburg,5135624,000402,3024,3,516600004023024,51660000402,"Harrisonburg, VA",25500,metropolitan,"Harrisonburg-Staunton, VA",277,,
42.4612,-71.3485,Concord,MA,"Middlesex County",01742,42.461152,-71.348626,1,rooftop,22,"Monument Sq",,,Concord,MA,"Middlesex County",01742,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",2021,25,25017,,,361300,1020,1,250173613001020,25017361300,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,"Cambridge-Newton-Framingham, MA",15764
26.1878,-81.695,Naples,FL,"Collier County",34116,26.187913,-81.694948,1,rooftop,4364,"22nd Ave SW",,,Naples,FL,"Collier County",34116,US,Statewide2,2021,12,12021,"Golden Gate",1226300,010421,1013,1,120210104211013,12021010421,"Naples-Marco Island, FL",34940,metropolitan,"Cape Coral-Fort Myers-Naples, FL",163,,
21.9812,-159.3721,Lihue,HI,"Kauai County",96766,21.981067,-159.371551,0.99,rooftop,3205,"Fujii St",,,Lihue,HI,"Kauai County",96766,US,"Kauai County",2021,15,15007,Lihue,1545200,040500,1000,1,150070405001000,15007040500,"Kapaa, HI",28180,micropolitan,,,,
39.785,-85.7694,Greenfield,IN,"Hancock County",46140,39.785001,-85.76957,1,rooftop,10,"S State St",,,Greenfield,IN,"Hancock County",46140,US,"Statewide IN",2021,18,18059,Greenfield,1829520,410500,1000,1,180594105001000,18059410500,"Indianapolis-Carmel-Anderson, IN",26900,metropolitan,"Indianapolis-Carmel-Muncie, IN",294,,
30.1766,-85.8049,"Panama City",FL,"Bay County",32408,30.176775,-85.804887,1,rooftop,"9860 428","S Thomas Dr",,,"Panama City",FL,"Bay County",32408,US,Bay,2021,12,12005,"Panama City Beach",1254725,002713,2012,2,120050027132012,12005002713,"Panama City, FL",37460,metropolitan,,,,
45.3657,-122.6123,"West Linn",OR,"Clackamas County",97068,45.366024,-122.612442,0.99,rooftop,22000,"Willamette Dr",,,"West Linn",OR,"Clackamas County",97068,US,"Portland Metro",2021,41,41005,"West Linn",4180150,020601,2024,2,410050206012024,41005020601,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440,,
36.0862,-93.7413,Huntsville,AR,"Madison County",72740,36.086121,-93.741296,1,rooftop,701,"W Main St",,,Huntsville,AR,"Madison County",72740,US,"Arkansas Geographic Information Office",2021,05,05087,Huntsville,0533970,960200,3004,3,050879602003004,05087960200,"Fayetteville-Springdale-Rogers, AR",22220,metropolitan,,,,
37.1056,-80.6853,Dublin,VA,"Pulaski County",24084,37.105532,-80.685324,1,rooftop,317,"St Clair Way",,,Dublin,VA,"Pulaski County",24084,US,"Virginia Geographic Information Network (VGIN)",2021,51,51155,Dublin,5123648,210700,1020,1,511552107001020,51155210700,"Blacksburg-Christiansburg, VA",13980,metropolitan,,,,
45.0105,-93.4555,Minneapolis,MN,"Hennepin County",55441,45.01086,-93.454072,0.98,rooftop,2805,"Campus Dr",,,Minneapolis,MN,"Hennepin County",55441,US,Hennepin,2021,27,27053,Plymouth,2751730,026514,4019,4,270530265144019,27053026514,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,metropolitan,"Minneapolis-St. Paul, MN-WI",378,,
46.4514,-92.7667,"Moose Lake",MN,"Carlton County",55767,46.451567,-92.767172,0.99,rooftop,4,"Hillside Ter",,,"Moose Lake",MN,"Carlton County",55767,US,Carlton,2021,27,27017,"Moose Lake",2743954,070501,1025,1,270170705011025,27017070501,"Duluth, MN-WI",20260,metropolitan,,,,
40.6084,-75.4902,Allentown,PA,"Lehigh County",18102,40.608502,-75.490152,1,rooftop,1327,"Tilghman St",,,Allentown,PA,"Lehigh County",18102,US,"City of Allentown",2021,42,42077,Allentown,4202000,001900,1092,1,420770019001092,42077001900,"Allentown-Bethlehem-Easton, PA-NJ",10900,metropolitan,,,,
35.2627,-77.5816,Kinston,NC,"Lenoir County",28501,35.262624,-77.581723,1,rooftop,105,"W North St",,,Kinston,NC,"Lenoir County",28501,US,Lenoir,2021,37,37107,Kinston,3735920,010700,2044,2,371070107002044,37107010700,"Kinston, NC",28820,micropolitan,"Greenville-Kinston-Washington, NC",272,,
40.2303,-104.0733,Wiggins,CO,"Morgan County",80654,40.230389,-104.073617,1,rooftop,211,"Dickson St",,,Wiggins,CO,"Morgan County",80654,US,Morgan,2021,08,08087,Wiggins,0884770,000200,2065,2,080870002002065,08087000200,"Fort Morgan, CO",22820,micropolitan,,,,
33.7213,-116.3741,"Palm Desert",CA,"Riverside County",92260,33.721699,-116.374107,0.99,rooftop,73980,"Highway 111",,,"Palm Desert",CA,"Riverside County",92260,US,Riverside,2021,06,06065,"Palm Desert",0655184,045127,2013,2,060650451272013,06065045127,"Riverside-San Bernardino-Ontario, CA",40140,metropolitan,"Los Angeles-Long Beach, CA",348,,
33.1597,-117.3389,Carlsbad,CA,"San Diego County",92008,33.159763,-117.338679,1,rooftop,3334,"Eureka Pl",,,Carlsbad,CA,"San Diego County",92008,US,"San Diego Geographic Information Source - JPA",2021,06,06073,Carlsbad,0611194,017801,1018,1,060730178011018,06073017801,"San Diego-Chula Vista-Carlsbad, CA",41740,metropolitan,,,,
43.0718,-70.7626,Portsmouth,NH,"Rockingham County",03801,43.071789,-70.76275,1,rooftop,26,"Summer St",,,Portsmouth,NH,"Rockingham County",03801,US,"Statewide NH",2021,33,33015,Portsmouth,3362900,069200,2004,2,330150692002004,33015069200,"Boston-Cambridge-Newton, MA-NH",14460,metropolitan,"Boston-Worcester-Providence, MA-RI-NH-CT",148,"Rockingham County-Strafford County, NH",40484
